!	!	!	PUNCT
"	"	''	PUNCT
''n	''n	DET	DET.Ind.Acc.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Fem	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Masc	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''t	''t	PRON.2.Acc.Sg.clit	PRON.2.Acc.Sg.clit
striekt	strIkt	strIken	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Striet	strIt	strId	NOUN.Masc.Dat.Sg
stroaken	strå'ken	strIken	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
stroakt	stråkt	stråken	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
stroakt	stråkt	stråken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
stroakt	stråkt	stråken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
stroakt	stråkt	stråken	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
stroakt	stråkt	stråken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
strööpt	strÖpt	strÖpen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
strööpt	strÖpt	strÖpen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
strööpt	strÖpt	strÖpen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
strööpt	strÖpt	strÖpen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
strööpt	strÖpt	strÖpen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ströpen	strÖ'pen	strÖpen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ströpen	strÖ'pen	strÖpen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
strüw'	strüw'	strÜven	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
strüw'	strüw'	strÜven	VERB.2.Sg.Imp	0.865079365079365	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Strüwen	strÜ'ven	strÜven/VERB.Inf	NOUN.Neut.Nom.Sg
Stub'ndöahr	stu'ben'dœr	stuv/NOUN.Fem-en+dœr	NOUN.Fem.Dat.Sg
stunk	stunk	stinken	VERB.3.Sg.Ind.Prt.st
Stunn	stun	stån	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Stunn	stun	stån	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
stunn	stun	stån	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
stunn	stun	stån	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
stünn	stün	stån	VERB.3.Sg.Ind.Prt.st
stünn	stün	stån	VERB.3.Sg.Sbj.Prt.st
stunn'n	stun'	stån	VERB._.Pl.Ind.Prt.st
stünn'n	stün'	stån	VERB._.Ind.Pl.Prt
Stünn's	stüns	stund?/NOUN.Fem-"s	ADV
stütten	stü'ten	stüten	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
stütten	stü'ten	stüten	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Stuuw	stUv	stUv	NOUN.Fem.Dat.Sg
Stuuw'	stUv	stUv	NOUN.Fem.Dat.Sg
Stuuw'	stUv	stUv	NOUN.Fem.Acc.Sg
Stuw'	stUv	stUv	NOUN.Fem.Dat.Sg
su'r	sUr	sUr	ADJ.Pos.Pred
Süh	sÜ	sEen	VERB.2.Sg.Imp
sühst	sÜst	sEn	VERB.2.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Süht	sÜt	sEn	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Süht	sÜt	sEn	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Süht	sÜt	sEn	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süht	sÜt	sEn	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süht	sÜt	sEn	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süht	sÜt	sEn	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Sull	sul	sœlen	AUX.3.Sg.Ind.Prt
Sull	sul	sœlen	AUX.1.Sg.Ind.Prt
Süll	sül	sülen	AUX.1.Sg.Ind.Prs
Süll	sül	sülen	AUX.1.Sg.Subj.Prs
Süll	sül	sülen	AUX.3.Sg.Ind.Prs
Süll	sül	sülen	AUX.3.Sg.Subj.Prs
süll'n	sü'len	sœlen	VERB._.Pl.Ind.Prt
sülwst	sülvst	sülvst	ADV.Spv	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
sülwsten	sülvs'ten	sülv/PRON.Refl	ADV.Spv
Sünd	sünd	sind	AUX.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
sünd	sünd	sind	AUX.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Sündfluth	sünd'flUt	sünd+flUt	NOUN.Fem.Nom.Sg.hd
sung	sung	singen	VERB.3.Sg.Ind.Prt.st.iii
süng	süng	singen	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süng	süng	singen	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süng'	süng'	singen	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süng'	süng'	singen	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
sungen	sun'gen	singen	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süngen	sün'gen	singen	VERB._.Pl.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
sunk	sunk	sinken	VERB.3.Sg.Ind.Prt.st.iii
Sünn	sün	sind	AUX._.Pl.Ind.Prs
Sünn	sün	sünd	NOUN.Fem.Nom.Sg
Sünn	sün	sünd	NOUN.Fem.Acc.Sg
Sünndagskleeder	sün'dags'klE'der	sün+dag/PROPN.Masc-s/ADV+klEd	NOUN.Neut.Dat.Pl_er
Sünst	sünst	sünst	ADV
Superb	sÜ'perb	sÜperb	INTJ.frz
Süppt	süpt	sUpen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Süppt	süpt	sUpen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Süppt	süpt	sUpen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Süppt	süpt	sUpen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Süppt	süpt	sUpen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süppt	süpt	sUpen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süppt	süpt	sUpen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süppt	süpt	sUpen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süppt	süpt	sUpen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
süppt	süpt	sUpen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
suren	sU'ren	sUr	ADJ.Pos.Masc.Acc.Sg.Def
Süss	süs	süs	ADV
Süß	süs	süs	ADV
ta	tO	tO	SCONJ.ocr
Tack	tak	tak	INTJ	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
talgen	tal'gen	talgen	VERB.Inf
Taschenkrääft	ta'Sen'krÄft	taS/NOUN.Fem-en+krÄvt	NOUN.Masc.Nom.Sg
tasten	tas'ten	tasten	VERB.Inf
Tech	tex	tex	PROPN.Fam.Masc.Nom.Sg
Tech	tex	tex	PROPN.Fam.Masc.Nom.Sg
Tegen	tÄ'gen?	tÄg?	NOUN.Masc.Pl_en.Acc
Tein	tein	tein	NUM
theert	tErt	tEren	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
theert	tErt	tEren	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
theert	tErt	tEren	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
theert	tErt	tEren	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
theert	tErt	tEren	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
throan'n	trå'n	trånen	VERB.Inf	0.983388704318937	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
throan'n	trå'n	trånen	VERB._.Pl.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
throanen	trå'nen	trånen	VERB.Inf	0.983388704318937	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
throanen	trå'nen	trånen	VERB._.Pl.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Tick	tik	tik	INTJ	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Tiedverdrief	tId'fer'drIf	tId/NOUN.Fem+fer-drIv	NOUN.Masc.Dat.Sg
To	tO	tO	ADP
To	tO	tO	SCONJ
To	tO	tO	PART
Toabel-doh	tå'bel'dO	tåbel+dO	PROPN.Neut?.Acc.Sg
toahlen	tå'len	tålen	VERB.Inf
toahlt	tålt	tålen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
toahlt	tålt	tålen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
toahlt	tålt	tålen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
toahlt	tålt	tålen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
toahlt	tålt	tålen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Toback	to'bak	tobak	NOUN.Masc.Acc.Sg
toerst	tO'erst	tO+erst	ADV
tofällig	tO'fe'lig	tO+felix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tofällig	tO'fe'lig	tO+felix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tofällig	tO'fe'lig	tO+felix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tofällig	tO'fe'lig	tO+felix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tofällig	tO'fe'lig	tO+felix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tofällig	tO'fe'lig	tO+felix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tofällig	tO'fe'lig	tO+felix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tofällig	tO'fe'lig	tO+felix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tofoam	tO'såm'	tO-såm-en	ADV.ocr
tofräden	tO'frÄ'den	tO+frÄd/NOUN.Masc-en	ADV
tofreden	tO'frÄ'den	tO+frÄd/NOUN.Masc-en	ADV
togedoahn	tO'ge'dån	tO+dOn/AUX	VERB.PPast.st.hd
togedoahn	tO'ge'dån	tO+dOn/AUX/VERB.PPast.wk	ADV.Pos.Pred
togefallen	tO'ge'fa'len	tO+falen	VERB.PPast.st.hd
togeholl'n	tO'ge'hol'n	tO+holen	VERB.PPast.st.hd
togered't	tO'ge'rÄt	to+rÄden	VERB.PPast.wk.hd
togestoahn	tO'ge'stån	tO+stån	VERB.PPast.st.hd
Togliek	tO'glIk	tO+glIk	ADV
Tokunft	tO'kunft	tO+kunft	NOUN.Fem.Acc.Sg
Toletzt	tO'letst	tO+letst/ADJ	ADV
Tom	to'm	tO	ADP DET.Def.Masc.Dat.Sg.clit
Tom	to'm	tO	ADP DET.Def.Neut.Dat.Sg.clit
Tööf	tÖf	tÖven	VERB.2.Sg.Imp
Tööl	tÖl	tÖl	NOUN.Fem.Nom.Sg
torecht	tO'rext	tO+rext	ADV
torügg	tO'rüg	tO+rüg	ADV
tosoam	tO'såm'	tO-såm-en	ADV
towielen	tO'wI'len	tO+wIl/NOUN.Fem-en	ADV
Tract'ment	trakt'ment	traktmént	NOUN.Neut.Dat.Sg
träden	trÄ'den	trEden	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tratt	trat	trÄden?	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tratt	trat	trÄden?	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Treckt	trekt	treken	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Treckt	trekt	treken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Treckt	trekt	treken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Treckt	trekt	treken	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Treckt	trekt	treken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
treckt	trekt	treken	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
treckt	trekt	treken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
treckt	trekt	treken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
treckt	trekt	treken	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
treckt	trekt	treken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tredd	tred	trÄden	VERB.1.Sg.Ind.Prs
Trienken	trIn'ken	(kat)trIn/PROPN.Fem-ken	PROPN.Neut.Nom.Sg
trollt	trolt	trolen	VERB.1.Sg.Ind.Prt.wk
Tropp	trop	trop	NOUN.Masc.Nom.Sg
Trotz	trots	trots	ADP.hd
trü	trÜ	trÜ	ADV
trüherzig	trÜ'hert'sig	trÜ/ADV+herts/NOUN.Neut.hd-ig	ADV
tüftelt	tüf'telt	tüfteln	VERB.3.Sg.Ind.Prs
Tum	tu'm	tO	ADP DET.Def.Neut.Dat.Sg.clit
Tum	tu'm	tO	ADP.DET.Def.Masc.Dat.Sg.clit
Twatschkopp	twatS'kop	twatS+kop	NOUN.Masc.Nom.Sg
Twee	twE	twE	NUM	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
twee	twE	twE	NUM	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
tweirig	twei'rig	tweirig	ADJ.Pos.Pl.Acc.Ind
Twintig	twin'tig	twintig	NUM	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
twischen	twiSen	twiSen	ADP
Twölf	twölf	twölv	NUM
Uehz	Üts	Üts	PROPN.Fam.Masc.Dat.Sg
Uehz	Üts	Üts	PROPN.Fam.Masc.Nom.Sg
Uehz	Üts	Üts	PROPN.Fam.Masc.Acc.Sg
Uehzen	Üt'sen	Üts	PROPN.Fam.Masc.Acc.Sg
Uehzen	Üt'sen	Üts	PROPN.Fam.Masc.Dat.Sg
Uem	üm	üm	ADP
Uem	üm	üm	SCONJ
Uemsehn	üm'sEn	üm+sEen/VERB.Inf	NOUN.Neut.Dat.Sg
Uemstand	üm'stand	üm+stand	NOUN.Masc.Nom.Sg
uf	uf	uf	ADP.hd
Uhr	Ur	Ur	NOUN.Fem.Acc.Sg
Uhr	Ur	Ur	NOUN.Fem.Acc.Sg
Ukermark	u'ker'mark	uker+mark	PROPN.Top.Fem.Dat.Sg
Ulenspeegel	U'len'spE'gel	Ulen+spEgel	PROPN.Masc.Dat.Sg
Um	üm	üm	ADP	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
um	üm	üm	ADP	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
üm	üm	üm	ADP	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ümher	üm'her	üm+hEr	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ümmer	ümer	ümer	ADV
ümmerdrup	ü'mer'drup	ümer+dår+up	ADV
ümsünst	üm'sünst	ümsünst	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Umsüß	üm'süs	üm+süs	ADV.ocr
ümtokieken	üm'tO'kI'ken	üm+kIken	VERB.Inf_to	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ümtoröhren	üm'tO'rÖ'ren	üm+rÖren	VERB.Inf_to
Un	un	un	CCONJ
unbeacht't	un'be'axt	un-be-axten/VERB.PPast.wk	ADV
Und	und	un	CCONJ.hd
Unfloath	un'flåt	un-flåt	NOUN.Masc.Acc.Sg
ungefroagt	un'ge'frågt	un-frågen/VERB.PPast.wk.hd	ADV
ungeldagen	un'ge'lå'gen	un-lÖgen/VERB.PPast.st	ADV
Ungemach	un'ge'max	un-gemax	NOUN.Neut.Dat.Sg.hd
ungoot	un'gOt	un-gOd	ADV
ungoot	un'gOt	un-gOd	ADV
ungoot	un'gOt	un-gOd	ADJ.Pos.Pred
unnen	u'nen	unen	ADV
Unner	uner	uner	ADP
Unner	uner	uner	PART
unnerholl'n	u'ner'ho'len	uner+holen	VERB.Inf
unnerknööpt	u'ner'knÖpt	uner+knÖpen	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
unnerloaten	u'ner'lå'ten	uner+låten	VERB.Inf
Unnerscheid	u'ner'Seid	uner+Seid	NOUN.Masc.Nom.Sg
unnersöökt	u'ner'sÖkt	uner+sÖken	VERB.3.Sg.Ind.Prs
unnersöökt	u'ner'sÖkt	uner+sÖken	VERB.3.Sg.Ind.Prt.wk
unnerwegs	u'ner'wegs	unerwegs	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
unnütz	un'nüts	un-nüts	ADV.hd
unrecht	un'rext	un-rext	ADJ.Pos.Fem.Acc.Sg.Ind
uns	uns	wI	PRON.1.Pl.Acc
uns	uns	wI	PRON.1.Pl.Dat
uns	uns	wI	PRON.1.Pl.Dat
Uns'	uns'	DET	DET.1.Poss.Pl.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
uns'	uns'	DET	DET.1.Poss.Pl.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
uns're	uns're	wI	DET.Poss.1.Pl.Fem.Acc.Sg
unschüllig	un'Sü'lig	un-Sülix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
unschüllig	un'Sü'lig	un-Sülix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
unschüllig	un'Sü'lig	un-Sülix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
unschüllig	un'Sü'lig	un-Sülix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
unschüllig	un'Sü'lig	un-Sülix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
unschüllig	un'Sü'lig	un-Sülix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
unschüllig	un'Sü'lig	un-Sülix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
unschüllig	un'Sü'lig	un-Sülix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
unse	un'se	wI	DET.Poss.1.Pl.Fem.Dat.Sg
unsen	un'sen	DET	DET.1.Poss.Pl.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Unsinn	un'sin	un-sin	NOUN.Masc.Acc.Sg
Unt'roffzeer	un'ter'of'tsEr	unter/ADP.hd+ofzEr	NOUN.Masc.Dat.Sg
Unt'roffzeers	un'ter'of'tsErs	unter/ADP.hd+oftsEr	NOUN.Masc.Pl_s.Acc
Unt'roffzeers	un'ter'of'tsErs	unter/ADP.hd+oftsEr	NOUN.Masc.Pl_s.Dat
unversehens	un'fer'sE'hens	un-fer-sEen/VERB.Inf-s	ADV.hd
Up	up	up	ADP
Up	up	up	PART
updischen	up'di'Sen	up+diSen	VERB.Inf
upfloagen	up'flå'gen	up+flEgen	VERB.PPast.st
upgedischt	up'ge'diSt	up+diSen	VERB.PPast.wk.hd
upgedoahn	up'ge'dån	up+dOn/AUX	VERB.PPast.st.hd
upgeid	up'geid	up+gån	VERB.3.Sg.Ind.Prs
upgeloaden	up'ge'lå'den	up+låden	VERB.PPast.st.hd
upgemutzt	up'ge'mutst	up+mutsen	VERB.PPast.wk.hd
upgeschloagen	up'ge'Slå'gen	up+Slån	VERB.PPast.st.hd
upgeschloaten	up'ge'Slå'ten	up+SlUten	VERB.PPast.st.hd
upgeschräben	up'ge'SrÄ'ben	up+SrIven	VERB.PPast.st.hd
upgeschwenkt	up'ge'Swenkt	up+Swenken	VERB.PPast.wk.hd
upgestoahn	up'ge'stån	up+stån	VERB.PPast.st.hd
upgestoapelt	up'ge'stå'pelt	up+ståpel/NOUN.Masc-en	VERB.PPast.wk.hd
upgetoalt	up'ge'tålt	up+tålen	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
upleggen	up'le'gen	up+legen	VERB.Inf
Uppaß	up'pas	up/PART+pasen/VERB.2.Sg.Imp	NOUN.Masc.Acc.Sg
uprecht	up'rext	up+rext	ADV
upspringen	up'sprin'gen	up+springen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
upspringen	up'sprin'gen	up+springen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
upstoahn	up'stån	up+stån	VERB.Inf
uptobrennen	up'tO'bre'nen	up+brenen	VERB.Inf_to	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
uptodroagen	up'tO'drå'gen	up+drågen	VERB.Inf_to
uptohollen	up'tO'ho'len	up+holen	VERB.Inf_to	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
uptorücken	up'tO'rük'en	up+rüken	VERB.Inf_to	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
uptoschluten	up'tO'SlU'ten	up+SlUten	VERB.Inf_to	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
uptowiesen	up'tO'wI'sen	up+wIsen	VERB.Inf_to
Ut	Ut	Ut	ADP
Ut	Ut	Ut	PART
uter	Uter	Uter	ADP
Utgang	Ut'gang	Ut+gang	NOUN.Masc.Dat.Sg
utgedroagen	Ut'ge'drå'gen	Ut+drågen/VERB.PPast.st.hd	ADJ.Pos.Pred
utgeheckt	Ut'ge'hekt	Ut+heken	VERB.PPast.wk.hd
utgehoakt	Ut'ge'håkt	Ut+håken	VERB.PPast.wk.hd
utgekloppt	Ut'ge'klopt	Ut+klopen	VERB.PPast.wk.hd
utgeläden	Ut'ge'lÄ'den	Ut+lIden	VERB.PPast.st.hd
utgeleggt	Ut'ge'legt	Ut+legen	VERB.PPast.wk.hd
utgeloaten	Ut'ge'lå'ten	Ut+låten/VERB.PPast.st.hd	ADJ.Pos.Pred
utgestoppte	Ut'ge'stop'te	Ut+stopen/VERB.PPast.wk.hd	ADJ.Pos.Pl.Nom.Ind
utgesunnen	Ut'ge'su'nen	Ut+sinen	VERB.PPast.st.hd
utgetoalt	Ut'ge'tålt	Ut+tålen	VERB.PPast.wk.hd
utkloppen	ut'klo'pen	Ut+klopen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
utkloppen	ut'klo'pen	Ut+klopen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
uttodeelen	Ut'to'dE'len	Ut+dElen	VERB.Inf_to
uttofroagen	Ut'to'frå'gen	Ut+frågen	VERB.Inf_to
uttoloaten	Ut'to'lå'ten	Ut+låten	VERB.Inf_to
uttowählen	Ut'to'wÄ'len	Ut+wÄlen	VERB.Inf_to
